0.464,0.270,0.409,0.524,0.004,0.301,0.017,0.664,0.338,0.305,0.040,0.553,0.072,0.674
0.402,0.406,0.393,0.598,-0.034,0.410,0.043,0.706,0.239,0.274,-0.189,0.469,0.103,0.568
0.688,0.494,0.602,0.666,0.192,0.414,0.205,0.945,0.414,0.571,0.198,0.758,0.288,0.720
0.340,0.283,0.341,0.411,-0.013,0.414,-0.159,0.674,0.272,0.272,-0.165,0.408,-0.062,0.569
0.359,0.299,0.398,0.622,-0.116,0.500,0.136,0.688,0.390,0.251,0.112,0.424,0.003,0.576
0.517,0.314,0.571,0.509,0.056,0.451,0.036,0.762,0.416,0.305,0.147,0.438,0.211,0.689
0.506,0.254,0.518,0.596,0.010,0.578,-0.006,0.639,0.425,0.432,0.048,0.497,0.192,0.691
0.363,0.179,0.308,0.286,-0.170,0.217,-0.053,0.410,0.235,0.148,-0.008,0.304,0.150,0.468
0.246,0.109,0.313,0.408,-0.151,0.296,-0.223,0.522,0.255,0.159,-0.231,0.086,-0.043,0.430
0.242,0.093,0.237,0.343,-0.165,0.204,-0.075,0.384,0.025,0.055,-0.210,0.093,-0.059,0.296
0.279,0.123,0.414,0.403,-0.217,0.326,0.084,0.592,0.183,0.165,-0.126,0.248,0.034,0.357
0.398,0.143,0.354,0.350,-0.264,0.216,-0.030,0.553,0.236,0.169,-0.119,0.161,0.111,0.474
0.220,0.093,0.221,0.287,-0.389,0.165,0.057,0.578,0.067,0.167,-0.046,0.305,-0.051,0.350
